date,1,2,3,4,5
2015-07-09,"('cdacnforum', 151239.04123972359)","('futurefrenchcuisine', 105023.04623527137)","('benjifedecocacolasummerfestival', 69432.25)","('fcsp', 36743.489797109505)","('quiz', 4425.7752492198033)"
2015-07-10,"('qvemf4', 39927.999489508657)","('segretiedelitti', 14529.143516527447)","('quiz', 2089.8007326463276)","('hiring', 1895.8574730542989)","('bridgesoflovethepastconnection', 650.25)"
2015-07-11,"('getchallenged', 2862791.5487312879)","('camcomethrough', 81510.25)","('fcsp', 30559.950698741726)","('d17', 15834.395954760304)","('hiring', 3118.3408876340472)"
2015-07-12,"('facetimemenash', 83842225.896900296)","('wimbledonfinal', 725832.28440764674)","('ultralive', 5537.0973995581126)","('grexit', 5477.1160506491133)","('griechenland', 3306.6776426730157)"
2015-07-13,"('pathwaysii', 456652.91053931246)","('tweachcode', 196734.41447022025)","('quiz', 6019.7384858879414)","('hiring', 2515.1273374042762)","('taylorto60k', 930.25)"
2015-07-14,"('jonasmemories', 278917.02554332145)","('pathwaysii', 38454.7326612951)","('14juillet', 32286.028651415087)","('quiz', 9818.8426322046525)","('fcsp', 8099.2542568284925)"
2015-07-15,"('ohnolouis', 365219.67218151788)","('pathwaysii', 36130.636882727158)","('tuttadunfiato', 6365.6027648487416)","('quiz', 5483.2905693552821)","('wemissthejonasbrothers', 3540.25)"
2015-07-16,"('cocacocasummerfestival', 1674898.1253823137)","('bridgesoflovethebridalshower', 132048.81648754398)","('iotiaspetto', 40602.029818797178)","('pathwaysii', 27932.731869183015)","('foss4ge', 22309.472499285355)"
2015-07-17,"('schlefaz', 102376.68938398962)","('eidmubarak', 43011.833640543482)","('foss4ge', 21833.092155920156)","('segretiedelitti', 8425.7175248325839)","('hiring', 2206.4677573100266)"
2015-07-18,"('ushouldfollowmebecause', 33306.25)","('hiring', 1608.4189562385386)","('ripjules', 1482.25)","('quiz', 1478.0683563644616)","('ushoudfollowmebecause', 1406.25)"
2015-07-19,"('hp2', 964372.21101671818)","('theopen2015', 208633.65761066595)","('louisappreciationday', 16454.381562752256)","('quiz', 9239.3232267824387)","('harrypotter', 2821.0422031849394)"
2015-07-20,"('liamappreciationday', 35702.463979075954)","('theopen', 30333.808183617988)","('niallappreciationday', 23802.114062095236)","('quiz', 12490.127923294265)","('hiring', 1557.1325384383586)"
2015-07-21,"('bridgesoflovepagputoknicarlos', 548854.32242139278)","('camerondallas', 538520.00398583652)","('fclbvb', 178232.70374435)","('niallappreciationday', 27885.12823910105)","('harryappreciationday', 17965.618223923171)"
2015-07-22,"('1dbalkanpeninsulaproject', 256153.74935674996)","('paleo2015', 26267.456266705496)","('5yearsofonedirection', 11990.25)","('harryappreciationday', 9260.1812457490214)","('quiz', 1290.2304323791759)"
2015-07-23,"('thankyou1dfor', 987530.07459903334)","('followmeaaron', 134579.43640466285)","('cocacocasummerfestival', 59787.204039788769)","('5yearsofonedirection', 28838.555981251371)","('quiz', 3332.1069380300291)"
2015-07-24,"('schlefaz', 31702.201340562733)","('apositvemessage', 31506.25)","('careerarc', 27287.817766088978)","('paleo2015', 7168.9937954988245)","('kohlanta', 2364.9491062868269)"
2015-07-25,"('apositvemessage', 143710.37898246452)","('vacation2015', 84492.896015543622)","('vacationstartsnow', 73925.660617646849)","('mtvhottest', 72409.195706004743)","('careerarc', 20677.372514435145)"
2015-07-26,"('mtvhottest', 92394.422743221337)","('careerarc', 12027.202303768892)","('quiz', 1250.1675221617545)","('hiring', 1009.486170653935)","('job', 139.97465448791368)"
2015-07-27,"('8millstrongonvinecam', 22650.25)","('mtvhottest', 12314.778221083527)","('careerarc', 9464.8888935274827)","('8millstrongonvinewithcam', 2256.25)","('hiring', 1205.4991052810572)"
2015-07-28,"('1ansaltimbanque', 643212.89778303728)","('temptationisland', 25517.085521181947)","('careerarc', 5208.8207947508899)","('mtvhottest', 4350.3789719393289)","('ybasm', 1640.25)"
2015-07-29,"('windows10', 22016.751178513277)","('mtvhottest', 9886.7180438172163)","('careerarc', 4975.210647112579)","('hiring', 890.87290734311807)","('rotblaulive', 776.71446128424316)"
2015-07-30,"('choiceyoutuber', 519884.49460008123)","('cocacolasummerfestival', 135588.37119611059)","('teenwolfrai4', 106815.96043162615)","('mtvhottest', 48959.045169654157)","('brigavincitore', 9702.25)"
2015-07-31,"('harmonizers', 920955.18908085336)","('bridgesoflovedesperado', 420044.9210566805)","('choicefandom', 368333.47937217815)","('mtvsummerstar', 213666.28126176275)","('mtvhottest', 28562.529213761314)"
2015-08-01,"('swissnationalday', 73833.029596734035)","('1august', 41579.116304931304)","('mtvsummerstar', 30966.754475362148)","('neveragain', 30951.735502033203)","('mtvhottest', 6408.7279758651639)"
2015-08-02,"('concoursseriesupdatesfrxroyal', 530591.85714354448)","('mtvsummerstar', 280235.17552678101)","('careerarc', 3464.3742460587368)","('bridgesoflovethefinalweek', 3306.25)","('mtvhottest', 2763.0029089229688)"
2015-08-03,"('sheskindahotmusicvideo', 285707.47310564452)","('teaminsomnia', 44578.040041550019)","('brigamolecoleeverywhere', 12882.25)","('quiz', 6066.9239063162722)","('gazzamercato', 2908.9101475978287)"
2015-08-04,"('teaminsomnia', 15404.618903751292)","('1dongma', 12210.25)","('careerarc', 3243.6880413980548)","('quiz', 2159.2459623116529)","('hiring', 1163.8912474662775)"
2015-08-05,"('choicewebstarmale', 10860364.50622434)","('choiceviner', 390567.5941490269)","('harrybecareful', 248498.58166109564)","('teenchoice', 18952.483298940813)","('locarno68', 14785.110839506091)"
2015-08-06,"('aaronsnewvideo', 706407.54930195468)","('briga8e12milionidamore', 106602.25)","('locarno68', 11977.133156190595)","('7daysontheroad', 5700.25)","('careerarc', 1898.7819204542286)"
2015-08-07,"('bridgesoflove', 3013987.3435794837)","('letuemolecolenotturne', 102369.96942896176)","('12milionidamoreperbriga', 97032.25)","('locarno68', 11610.094156758832)","('bridgesoflovetheultimatefightforlove', 9900.25)"
2015-08-08,"('grazieemi3annidinoikillers', 544789.97286126111)","('supercoppatim', 152436.43169957839)","('juvelazio', 34155.915369505761)","('locarno68', 21212.154812869445)","('kazan2015', 6899.2776285991249)"
2015-08-09,"('zagloul', 61686.622419376159)","('sheikh_zagloul', 61686.622419376159)","('urbanafrica', 26580.2857085502)","('directioners', 9035.1380182941994)","('locarno68', 7641.7379033483339)"
2015-08-10,"('locarno68', 4267.2745131090351)","('careerarc', 2339.453448256812)","('quiz', 1982.4875251887142)","('believeinmagicball', 1892.25)","('hiring', 809.74661457841546)"
2015-08-11,"('facetoface', 233355.97473200576)","('mtvhottest', 7121.8093866845938)","('careerarc', 1248.2666448142206)","('hiring', 834.00240028847406)","('hautesavoie', 521.23524329702263)"
2015-08-12,"('couperogers', 19333.266732835164)","('facetoface', 13091.601253969126)","('teaminsomnia', 4283.1178265552526)","('camforwebstar', 3782.25)","('locarno68', 3556.4050995970101)"
2015-08-13,"('camforwebstar', 141308.33833168214)","('kkpktrailer', 10302.25)","('lestessemolecolegroup', 7851.8448222143543)","('locarno68', 3951.4049167347002)","('quiz', 2969.9218440387258)"
2015-08-14,"('acm2015', 84762.039120736008)","('fcbhsv', 79529.98433962655)","('shapersacm', 4645.5672319489531)","('lestessemolecolegroup', 4222.4393497572928)","('barcampch', 3678.0485790650687)"
2015-08-15,"('barcampch', 97141.938513071407)","('inselmeet', 71545.061715837975)","('shapersacm', 58650.589006451293)","('ferragosto', 20154.665993753548)","('acm2015', 19478.133921005145)"
2015-08-16,"('coupedesuisse', 50963.490182969646)","('ابتسام_لؤلؤة_مهرجان_تيميزار', 40163.879023979935)","('wewantshawnmendestonma', 39402.25)","('acm2015', 20473.228773188577)","('suisseromande', 9809.4826245545155)"
2015-08-17,"('teenchoiceawards', 55332.522951865743)","('orfsg15', 28461.136111063177)","('brigaottavorederoma', 9995.0551395464463)","('shapersacm', 3790.776254284011)","('quiz', 2025.9631518968358)"
2015-08-18,"('nonapritequellaporta', 352052.52081503504)","('coolforthesummervma', 15750.25)","('salem', 6680.3682173260631)","('quiz', 2916.9033444652614)","('vma', 2614.2744771607904)"
2015-08-19,"('taylorto2million', 7709837.4895182159)","('dragmedownvma', 259187.2113662388)","('whd2015', 214892.31409371423)","('sharehumanity', 67869.037044679368)","('ilookgoodonyou', 9973.1673712285956)"
2015-08-20,"('omkbern', 2957017.1950310776)","('asknorman', 1106243.9148867738)","('getshawntoyourcountry', 158006.25)","('getshawntoswitzerland', 77006.25)","('psypagtatapat', 32220.25)"
2015-08-21,"('ss9', 2539571.6210034955)","('dragmedownmusicvideo', 244624.51869196453)","('psypatunayngpagibig', 26216.019270379995)","('switz', 15275.948778453196)","('secretstory', 7049.105577995263)"
2015-08-22,"('getshawntoswitzerland', 244280.49143640339)","('getshawntoyourcountry', 170618.68461932414)","('allezlausanne', 71218.630415599691)","('soundcloudhttps', 45262.438525228987)","('sheskindahotvma', 31135.395377945893)"
2015-08-23,"('getshawntoswitzerland', 35668.97658886799)","('getshawntoyourcountry', 29049.733183487224)","('psyunanghalik', 21462.25)","('sheskindahotvma', 11595.622266139315)","('soundcloudhttps', 9157.4289640159768)"
2015-08-24,"('psyunanghalik', 510893.58801632404)","('mitterlehner', 54314.976727022564)","('sst15', 34834.981850192242)","('aldubloveontop', 26082.25)","('orfsg15', 21672.541230565901)"
2015-08-25,"('psysilana', 3840815.7426846409)","('emex15', 216374.67581246907)","('smes', 162088.11304760998)","('worthitvma', 158000.32453587331)","('ask5sos', 59457.669068843003)"
2015-08-26,"('holaatodos', 647838.92507144902)","('psypagpapakilala', 364749.85569518863)","('getshawntoswitzerland', 197856.46572227642)","('getshawntoyourcountry', 187560.80253743494)","('eurobike2015', 117562.64184750286)"
2015-08-27,"('swissfintechpitch', 1845545.1147577919)","('askpandamoqueur', 70723.370766173728)","('السويسرية', 35307.447759430193)","('المانيا', 28232.971644920741)","('البحرين', 15877.564461548485)"
2015-08-28,"('whatdoyoumean', 96792.159397335767)","('utmb2015', 72266.728421919717)","('ss9', 47209.619300279228)","('ccc', 35641.714863786758)","('allegra', 21992.286919938186)"
2015-08-29,"('ondespositives', 2242063.525293191)","('steigenberger', 208811.21377530141)","('streetparade', 113320.326818752)","('madness', 62765.228469935741)","('magic', 21870.001284907303)"
2015-08-30,"('sheskindahotvma', 3196684.5179429292)","('sheskindahotmva', 566742.3333107197)","('worthitvma', 351378.82454626553)","('shekindahotvma', 285371.06551248126)","('menuhin', 118561.96943495971)"
2015-08-31,"('psypatibong', 21192.565695231544)","('ss9', 5398.8762132470511)","('mufc', 3719.9132645839936)","('utmb', 883.86264241552942)","('mtvhitsla', 756.25)"
2015-09-01,"('ifa2015', 51227.819687223397)","('mufc', 1378.8989796771725)","('careerarc', 975.71412240524342)","('quiz', 701.11640825193263)","('hiring', 688.7044831539107)"
2015-09-02,"('passeggiando', 207354.82735162112)","('teenpopnrjhits', 66096.797775624276)","('jealousfor100milionsviews', 10920.25)","('smgzh', 1726.9284373889391)","('italyneedsthegetweirdtour', 1190.25)"
2015-09-03,"('forom2015', 248387.97228404382)","('clustermunition', 187812.87681124022)","('01live', 11461.635997223675)","('50factsaboutme', 9316.2241810315973)","('careerarc', 1398.0884064148379)"
2015-09-04,"('porfra', 3928373.087839752)","('teha', 103783.0239592795)","('ss9', 7172.2377414283455)","('aldubbattleforacause', 1722.25)","('careerarc', 1193.6963910754077)"
2015-09-05,"('eair15', 2053748.2082135428)","('suislo', 330909.94013096089)","('xtramoment', 101735.94625883117)","('eurobasket2015', 21184.164152838621)","('teha', 9154.1154061303641)"
2015-09-06,"('followmenash', 3142.2934669429965)","('stopterroristakp', 2162.25)","('hiring', 583.92356953831495)","('careerarc', 439.44508735258472)","('switzerland', 139.37267145943409)"
2015-09-07,"('ectmih2015', 1108075.0605265033)","('fraser', 82133.335885901848)","('mediatripch', 9593.6103832645349)","('swissgrandtour', 6843.8004216026739)","('pechinoexpress', 2093.7713358847782)"
2015-09-08,"('ectmih2015', 227767.03890180681)","('eurobasket2015', 13558.84160689959)","('21yearsofdallas', 3906.25)","('ss9', 2493.7587999160291)","('quiz', 1389.2248380872397)"
2015-09-09,"('maparole', 2744857.4207666856)","('ipadpro', 286047.33979367698)","('appleevent', 117174.11353217154)","('parlch', 70277.169785654827)","('asile', 28503.561672670505)"
2015-09-10,"('xf9', 856349.59293392522)","('gainwithxtiandela', 86603.540282221118)","('awcc15', 48898.498700913588)","('evianchamp', 16552.51607709856)","('mtvema', 16433.869716034707)"
2015-09-11,"('neverforget911', 693573.18568717642)","('ss9', 23341.865303424922)","('rangers', 11895.242712382065)","('dallasdms', 8556.25)","('usopen', 7496.1118903828592)"
2015-09-12,"('tusiquevales', 108296.879858441)","('evianchamp', 12122.124180114255)","('happybirthdayniall', 8901.6944991861837)","('rangers', 6110.0620644294249)","('locarno', 845.57108759407959)"
2015-09-13,"('سيلفي_النجوم', 383453.01809297339)","('goodmythicalmorning', 383453.01809297339)","('nosoundwithoutsilence', 291856.35804064176)","('clairechazal', 272582.50201036554)","('streamys', 48673.195838334555)"
2015-09-14,"('hrc30', 1111047.5217349001)","('fedvnole', 47051.994944968515)","('aaronsnewvideo', 9191.8993358678126)","('usopen', 5405.2231225376745)","('pechinoexpress', 5312.3061322753811)"
2015-09-15,"('tyleroakley', 3974899.4050947404)","('streamys', 1196670.1189913505)","('camerondallas', 133520.68373583577)","('cmworld', 60627.178189558901)","('hrc30', 19492.675692177745)"
2015-09-16,"('jep2015', 254855.23527413359)","('top100swisssu', 228656.73782192834)","('camerondallas', 130505.40338156)","('streamys', 105506.21682135825)","('oisl', 50853.414339890449)"
2015-09-17,"('shareacoke', 3816112.7736354074)","('aldubmaidenforreal', 327647.87895221729)","('gknlaunch', 244036.04694770655)","('surprisetpmp', 48171.224936422601)","('hrc30', 44018.040306481693)"
2015-09-18,"('1dsupermania', 1676122.5199274234)","('innovazionenecessaria', 1298357.6691489904)","('thankyouthescript', 758676.16117375938)","('rockinrio', 274840.74237231357)","('nswstour', 148842.84323243599)"
2015-09-19,"('aldubmostawaiteddate', 477496.24274054251)","('fraita', 197966.39189463854)","('rwc2015', 39207.345696434561)","('wcch', 26879.528927368563)","('china', 1690.6427055026199)"
2015-09-20,"('omol', 154625.68104350826)","('singaporegp', 16339.201542567111)","('imzentrum', 7720.5547232518584)","('rwc2015', 5582.2027056101433)","('emabiggestfansjustinbieber', 3311.3818919179625)"
2015-09-21,"('peaceday', 23032.808407034969)","('sustainable', 21111.144083374766)","('hrc30', 14319.598050880184)","('saudi', 4748.4407166760739)","('supplychain', 3615.8373345523823)"
2015-09-22,"('cufi', 656580.33019370015)","('aldubnextchapter', 470773.9877968558)","('christians', 407506.31965111272)","('boycott', 68139.688586542296)","('bds', 44245.850117598799)"
2015-09-23,"('hiring', 681.0443604945757)","('quiz', 629.71213387452985)","('job', 223.06323248294089)",,
2015-10-23,"('dominion', 4808710.48870192)","('mm15ch', 2412720.4223397914)","('pushawardskathniels', 442890.25)","('kathnielfandomgoal', 85556.25)","('aldubebtamangpanahon', 49062.25)"
2015-10-24,"('dominion', 1214961.4822214353)","('pushawardskathniels', 1053655.0350206087)","('aldubebtamangpanahon', 320755.98887947691)","('un70geneva', 252068.11462010824)","('kathrynforcandymag', 171810.25)"
2015-10-25,"('psythanksgivingtour', 19923347.153805297)","('kathnielatoraclearenaca', 17076991.136924755)","('eмabiggestfans1d', 768370.31202462781)","('pushawardskathniels', 607486.39675346436)","('savedominion', 169371.55909551104)"
2015-10-26,"('savedominion', 2047292.8611402377)","('psybawalnapagibig', 790271.87897858606)","('dominion', 758108.74641229096)","('pushawardskathniels', 473799.13645997411)","('toutestpossible', 259259.83772326214)"
2015-10-27,"('psyahas', 615257.07622688252)","('theflight', 551743.74416151445)","('pushawardskathniels', 393807.24074035214)","('ij2015', 323394.45545928797)","('car49', 282368.90060324833)"
2015-10-28,"('psyenough', 1206926.3337956367)","('pushawardskathniels', 328977.71422033891)","('psydiego', 104006.25)","('swpf2015', 99001.366941470857)","('ews', 47743.488000819845)"
2015-10-29,"('psydiego', 1895750.7385965053)","('pushawardskathniels', 551914.02636611392)","('gf14', 302279.17977123009)","('gphg2015', 202674.63633364416)","('psypaglantad', 163620.25)"
2015-10-30,"('رائف_بدوي', 3278133.7796497233)","('psypaglantad', 2511456.7648499543)","('عاصفة_الحزم', 819408.20288788492)","('nipconf', 448495.98726721341)","('الاخوان', 427437.46554749506)"
2015-10-31,"('chandelier', 3284895.9808431887)","('cover', 701702.47886080819)","('nzlvaus', 542131.32904690271)","('pushawardskathniels', 178189.60828303799)","('halloween2015', 123380.36079513076)"
2015-11-01,"('psybwelta', 238632.25)","('pushawardskathniels', 89938.119021305072)","('savedominion', 2502.0582806683815)","('autumn', 2444.3670647219242)","('halloween', 991.1163080527283)"
2015-11-02,"('psybwelta', 861398.01533746382)","('pushawardskathniels', 234694.09020222252)","('aldubthering', 156043.76653459383)","('wewantcashinitaly', 73360.602616800243)","('psybulag', 72630.25)"
2015-11-03,"('psybulag', 1180616.2675455289)","('psylinlang', 231842.25)","('emmasansiro', 68165.672770537145)","('aldubthevisitor', 67704.577278595098)","('pushawardskathniels', 33447.832129795737)"
2015-11-04,"('psylinlang', 1015951.3950949515)","('jourtag15', 802753.12620911177)","('psywhistleblower', 90902.25)","('smgbe', 25079.110500361949)","('nhs', 20345.703688538961)"
2015-11-05,"('psywhistleblower', 1186034.9941380355)","('psypagyanig', 89102.25)","('xf9', 76192.120154573582)","('changesonglyricswithgeorge', 51215.791967903584)","('aldub16thweeksary', 28807.508832208783)"
2015-11-06,"('psypagyanig', 1667873.5545689326)","('tedxzurich', 260535.96648247878)","('dominion', 23494.754152436777)","('car49', 11552.723758917613)","('ij2015', 10693.934991309015)"
2015-11-07,"('nma2015', 1323971.2992851951)","('aldubperformstogether', 148583.06200458319)","('dominion', 116519.85196106584)","('yaassdemi', 83992.52815324218)","('missschweiz', 71760.710100284094)"
2015-11-08,"('motogpvalencia', 1079122.0692502963)","('psypagtakas', 256542.25)","('iostoconvale', 152351.35794860747)","('olasse', 40306.011586546309)","('thegrandfinale', 24671.144342287917)"
2015-11-09,"('aldubmissingring', 1290214.077044135)","('askdemi', 456313.24912845227)","('yaassdemi', 325790.63230141927)","('psypagtakas', 286112.1558757443)","('vih', 202008.59385030222)"
2015-11-10,"('psycaloy', 583369.03593276127)","('psysabog', 497730.25)","('yaassdemi', 417147.26937849785)","('dominion', 15476.581585955044)","('bizheroes', 15412.359697917535)"
2015-11-11,"('theoutfield', 3689468.8600555691)","('psygoodbye', 363006.25)","('psysabog', 249822.24415432682)","('ihd15', 111836.31462579462)","('11', 53038.440436626355)"
2015-11-12,"('thankyouforthelove', 498824211.91197836)","('psybagongmundo', 358202.25)","('psygoodbye', 344998.87962730078)","('aldub17thweeksary', 192292.01471819112)","('zukunftstag', 56860.226752987692)"
2015-11-13,"('prayforparis', 6558330.8187494129)","('fusillade', 4001150.2530502444)","('esff15', 651988.92415731866)","('psybagongmundo', 472065.27444570721)","('thankyouforthelove', 471946.6252967327)"
2015-11-14,"('parisattacks', 1914234.6054502695)","('dreamko', 1609821.804833275)","('prayforparis', 1345205.0184750161)","('prayers4paris', 737956.16055731964)","('noussommesunis', 638457.72798025317)"
2015-11-15,"('psybeginagain', 1611008.2153293598)","('nasaankaynaday2', 1611008.2153293598)","('prayforpeace', 52484.311906923402)","('ask1d', 45182.892062204381)","('tophernatics2ndmonth', 37790.382850573529)"
2015-11-16,"('psysomewheredowntheroad', 809100.25)","('psybeginagain', 193645.19447824152)","('nasaankaynaday2', 193645.19447824152)","('ewecisme', 89155.820502716582)","('alfanodimettiti', 63695.525041440014)"
2015-11-17,"('1dch', 673250015.45375085)","('1dit', 195879314.04268554)","('psysomewheredowntheroad', 500855.09280669881)","('psydare', 366630.25)","('angfra', 249119.713090442)"
2015-11-18,"('saintdenis', 2639443.9991012057)","('psydare', 362587.44464920589)","('showtimesurprise', 92634.544655936261)","('psypagbabalikniyna', 90902.25)","('twd', 58643.341014927566)"
2015-11-19,"('glocal15', 3171501.2810940021)","('psypagbabalikniyna', 2141812.2340263217)","('psybilanggo', 809100.25)","('xf9', 29112.472130512546)","('aldub18thweeksary', 16571.40148890327)"
2015-11-20,"('rtp2015', 1978318.8243862207)","('cestquedelamour', 626922.34962678549)","('glocal15', 302907.5165118071)","('psybilanggo', 179112.95333692149)","('aldubsumptuouslunch', 137270.25)"
2015-11-21,"('dolphinangels', 1171618.685715232)","('altwac', 582175.68862502824)","('aldubsumptuouslunch', 441746.33189653582)","('glocal15', 170801.12263534393)","('безфильтра', 63126.038161422934)"
2015-11-22,"('spskrismasaya', 2084528.1195551509)","('aldubfightforlove', 894334.86227823992)","('icebergluxurytrip', 44869.829872889233)","('aquinta', 44503.44518644765)","('glocalcibo', 43912.378785928442)"
2015-11-23,"('cotr', 328772.86769662536)","('aldubrunaway', 297607.52615539258)","('survivorseries', 42568.994198584529)","('amas', 4078.449235104441)","('twd', 3489.2416882759339)"
2015-11-24,"('barcellonaroma', 1142149.4831256245)","('popporytravel2015', 29236.214062957017)","('icebergluxurytrip', 28504.034835742405)","('thaiblogger', 26170.804930514885)","('mtvstars', 22823.562602183378)"
2015-11-25,"('secc15', 20301245.515041955)","('psyinbetween', 662241.89563966822)","('aldubapproval', 317032.53551453567)","('wallysrantnerreisen', 55595.103271029628)","('aldub19thweeksary', 7140.25)"
2015-11-26,"('imthankfulfor', 2944518.6592889978)","('aldub19thweeksary', 130277.59263542385)","('xf9', 35121.306967095072)","('luca', 19098.022696182503)","('acpkathryn', 6806.25)"
2015-11-27,"('blackfriday', 40355.245956081017)","('acpkathryn', 17134.267395825042)","('aldubdontgiveuponus', 12965.159449817327)","('aldubstaystrong', 3080.25)","('hommagenational', 1190.25)"
2015-11-28,"('aldubstaystrong', 53696.838044150471)","('swiss2015', 14762.25)","('wallysrantnerreisen', 9826.5276950809675)","('dals', 7125.850022239174)","('cop21', 2357.5182718188089)"
2015-11-29,"('weloveyoucalum', 4533165.4158246294)","('psythanksgivingday', 463439.46972831496)","('swiss2015', 70069.988015517636)","('weareheretosupportyoucalum', 45582.25)","('angynamagic', 2450.25)"
2015-11-30,"('cop21', 16131.55176944378)","('psymagandanggabi', 16002.25)","('mtvstars', 6563.998179911674)","('climatechange', 1654.3196342149943)","('aldubdejavulove', 1056.25)"
2015-12-01,"('zaynweareexcitedforbefour', 969891.58517759421)","('psymagandanggabi', 112200.79951684955)","('psymuli', 8742.25)","('mtvstars', 5248.9358341626721)","('cop21', 3857.3069247242761)"
2015-12-02,"('regbfc', 338591.18467073108)","('psymuli', 32013.08708191905)","('mtvstars', 8956.9613048738956)","('cop21', 1939.8678514642011)","('psycrossroads', 1190.25)"
2015-12-03,"('psycrossroads', 107036.21986595131)","('allygotrunoverbyareindeer', 77006.25)","('xf9', 46343.36559934455)","('urbanstrangers', 27391.805140858803)","('gf14', 26557.015573671419)"
2015-12-04,"('psypakiusap', 161015.26060986207)","('bestieadvice', 82404.465729775256)","('aldubdeexplorertrials', 61774.147196753605)","('تصويري', 4667.7071366452938)","('cop21', 1580.2721769833479)"
2015-12-05,"('dasoul', 134696.63350402616)","('2gether4humanity', 80126.544965155219)","('callmejulian', 5700.25)","('تصويري', 4449.1169890485507)","('dominion', 679.05041220468354)"
2015-12-06,"('selfiefornash', 4904046.2511842214)","('tedglobal', 232969.09543472936)","('regionales2015', 49558.102599112644)","('mtvstars', 6579.3693501078396)","('electionsregionales2015', 506.25)"
2015-12-07,"('tyleroakleytwittermeetup', 409128.2172024771)","('wintibudget16', 342449.06749355368)","('sofia200k', 161138.25827141697)","('callmebibi', 20306.25)","('tedglobal', 13594.772283557615)"
2015-12-08,"('favmattpic', 108531.55674232756)","('happybirthdayiansomerhalder', 54696.30246266746)","('powerofhumanity', 39988.138037349956)","('aldubpromisering', 25217.553318358652)","('sccr31', 16852.347713568568)"
2015-12-09,"('asklox', 8122091.6066816235)","('brw15', 2020939.8016211272)","('cf2015', 532510.8341587506)","('brwahl15', 199947.61282732655)","('bundesratswahl', 78994.787997409207)"
2015-12-10,"('psysulyap', 366343.20798199903)","('xf9', 114834.75945062202)","('gf14', 83574.447343179592)","('federica', 52897.698999384658)","('xfactorfinal', 49035.276651098939)"
2015-12-11,"('zawards', 1124447.5351218998)","('psyhomecoming', 181298.43898381444)","('aldubmaidenmoment', 33470.66808064434)","('gefragtgejagt', 22394.544478268384)","('loxadvice', 21107.199040159088)"
2015-12-12,"('followmekian', 1266189.8826673392)","('spielfürdeinland', 579969.19252973259)","('feo15', 414504.46223289269)","('euro2016', 47138.50691087891)","('cop21', 16919.050039582162)"
2015-12-13,"('citeumfamosoquevocepegaria', 679088.33672644454)","('ilusiónparaalex', 24574.351362793263)","('regionales2015', 7339.6701333027331)","('staracarabia', 3612.2839192452111)","('mtvstars', 3529.7836736682739)"
2015-12-14,"('ilusiónparaalex', 13349.800335368027)","('ucldraw', 10912.875806892996)","('lezionisulprogresso', 992.25)","('aldubpagbangon', 870.25)","('caraacaral6', 420.25)"
2015-12-15,"('psysatotoolang', 141458.94611407994)","('callmebibi', 89260.310829190523)","('aldubpagbangon', 45077.403821902175)","('jeutpmp', 16946.155859356688)","('d8alamontagne', 1806.25)"
2015-12-16,"('adidasneo', 125528.78325770228)","('aldub5thmonthsary', 23955.989875689331)","('jeutpmp', 14667.154497594065)","('starwars', 14528.212689219175)","('living', 13368.713308921378)"
2015-12-17,"('tpmpnoel', 95172.25)","('aldub22ndweeksary', 30342.776111305477)","('jeutpmp', 18287.693464801498)","('theforceawakens', 12347.925896448558)","('ilusiónparaalex', 6377.1128908485343)"
2015-12-18,"('aldubthesearch', 2378683.7673145849)","('srfarena', 6607.2899870633864)","('dominion', 5708.7952079920979)","('dals', 5076.9056547695563)","('normanenlive', 650.25)"
2015-12-19,"('missfrance2016', 50445422.332362667)","('weareallliam', 154049.98634466814)","('aldubangpagtatagpo', 102675.93750737264)","('dominion', 10090.933298210924)","('starwars', 863.63647235166161)"
2015-12-20,"('weareallharry', 17750.380551697541)","('dominion', 9725.0757013867114)","('crokeparkwatchparty', 1056.25)","('peoplewhomademy2015', 702.25)","('christmas', 400.40443321532547)"
2015-12-21,"('friendstrip2', 1560406.4135514162)","('missuniverse2015', 638805.4039771402)","('aldubhappytogether', 395400.83184744033)","('teamnadège', 202518.72722598448)","('askandrea', 97137.321582193064)"
2015-12-22,"('lyrixsession', 386947.19352451887)","('teamnadege', 166234.2560044718)","('friendstrip2', 65630.497981030028)","('dominion', 1675.4240066120813)","('swisscom', 837.21457111581458)"
2015-12-23,"('aldubmybebeloveparade', 507896.26919719705)","('dalsfinale', 399203.94404472597)","('selfieforseb', 117173.36097113159)","('teamnadège', 95278.245706981499)","('friendstrip2', 74106.850564829292)"
2015-12-24,"('friendstrip2', 126226.65188934804)","('teamnadege', 54850.634022326325)","('teamnadège', 47676.522721055553)","('merrychristmas', 17969.538231392649)","('christmaseve', 14193.918886896105)"
2015-12-25,"('aldubmybebelovesapasko', 2247625.4060451272)","('مغربيةوافتخر', 194607.16934743256)","('arabwood2015', 119733.26353791814)","('teamnadège', 74655.368585595512)","('friendstrip2', 56846.925426616253)"
2015-12-26,"('20thingsiwantfor2016', 569907.5069297509)","('eatbulagabestof2015', 158300.80829145171)","('boxingday', 13560.226187630473)","('mybebeloveday2', 2756.25)","('dominion', 1868.7940545703339)"
2015-12-27,"('followmehayes', 104850.02440678756)","('teamnadège', 45141.29125179605)","('friendstrip2', 36812.895752094184)","('mybebeloveday3', 36150.06108888943)","('aldubbestof2015', 3540.25)"
