date,1,2,3,4,5
2015-12-28,"('videomtv2015', 101905.39169444771)","('ibtissamtiskat', 5309.0902319065399)","('arabwood2015_ibtissatiskat', 2970.25)","('dominion', 2190.6374649150089)","('staracarabia', 1420.9939470237225)"
2015-12-29,"('albetiringraziamo', 655725.34154918895)","('teamnadege', 215685.7694223946)","('friendstrip2', 58021.738483498251)","('3milioniperlodovica', 3782.25)","('spenglercup', 1681.0268045627956)"
2015-12-30,"('italywantsshawnin2016', 22052.25)","('teamnadège', 14961.642402382842)","('friendstrip2', 10517.16964686304)","('mybestof2015', 930.25)","('italywantshayesin2016', 506.25)"
2015-12-31,"('2016', 138146.95217463892)","('happynewyear', 65936.650609400691)","('buonanno', 10070.059087559133)","('newyearseve', 7668.4870797990015)","('newyear', 4818.5053215441176)"
2016-01-01,"('happy2016', 144904.00563516325)","('2016', 109169.90452868042)","('happynewyear', 48704.626128882453)","('newyear', 8977.6164183899091)","('capodanno', 2853.62570997579)"
2016-01-02,"('howwelivinmusicvideo', 73089.406119480132)","('teamnadège', 19541.206851114253)","('friendstrip2', 14009.268517628894)","('2016', 8686.0700582028676)","('ilusiónparaalex', 5294.8565735289258)"
2016-01-03,"('askawed', 301208.00176900916)","('tourdeski', 62799.050662715126)","('makesashaaproinseason22', 14762.25)","('2016', 2036.8567526629288)","('tatort', 1488.8120655044168)"
2016-01-04,"('bama2016platinumedition_ibtissamtiskat', 3498404.1104482519)","('ethanandgraysonto1mil', 49952.25)","('lombardia', 3291.8135827247938)","('2016', 2481.1814805640165)","('bama2016platinumedition_ibtissamtiskatibtissamtiskat', 2352.25)"
2016-01-05,"('bama2016platinumedition_ibtissamtiskat', 2176209.7001571911)","('ethanto1mil', 961874.64012728515)","('derbestatter', 6908.6360505908742)","('ethanandgraysonto1mil', 2996.3259318415098)","('realdreamersrespectallfandoms', 2550.25)"
2016-01-06,"('befana', 17738.905249995289)","('benjiefederispondono', 8742.25)","('bama2016platinumedition_ibtissamtiskat', 2155.8906824107721)","('dominion', 2024.171204135065)","('friendstrip2', 1073.5490238148006)"
2016-01-07,"('jesuistoujourscharlie', 640412.71818636975)","('justinandjohnny', 2256.25)","('bama2016platinumedition_ibtissamtiskat', 1779.192993050146)","('briannudo', 992.25)","('aldubtrust', 812.25)"
2016-01-08,"('torneomimmofusco', 121356.53776602265)","('happylife', 92583.386356467701)","('ilnostrovolley', 84930.682390159214)","('dominion', 9562.9196463882108)","('switzwrland', 1260.25)"
2016-01-09,"('volley21', 609921.95500570582)","('cepostaperte', 9521.8410454086988)","('swissaward', 3269.6070892968596)","('generationbalavoine', 3192.25)","('dominion', 1658.0957303068635)"
2016-01-10,"('magcontoitaly', 105100.68315588484)","('rannfl', 12892.068309630535)","('bethanymotagiveaway', 9458.0569878557653)","('magcontoswitzerland', 9330.6362706844284)","('dominion', 434.30222298796565)"
2016-01-11,"('welovethescript', 1587502.3946601602)","('sc66', 1227494.5348199129)","('cites', 1115979.0623093885)","('davidbowie', 732326.9692351647)","('mplf', 149012.04078094274)"
2016-01-12,"('stk2016', 310094.16387497704)","('sc66', 237909.50959930665)","('ivory', 228441.71566364044)","('cites', 223469.19145787664)","('happybirthdayzayn', 34172.938349690259)"
2016-01-13,"('makeinindia', 118658.83970751052)","('psgol', 37432.55190711761)","('cites', 12379.874996543913)","('sc66', 9555.7858447991093)","('magcontoswitzerland', 8300.2911388141438)"
2016-01-14,"('alanrickman', 1199303.3995107703)","('uncrc', 865727.77660243167)","('mulhouse2016', 802831.28417846456)","('cdd16', 786755.75913805177)","('forumblanc', 16113.14404842594)"
2016-01-15,"('smarthealth', 11848551.420483576)","('fcsmcnfc', 785509.74032045179)","('seanpenn', 56067.918219006409)","('elchapo', 54895.736671197439)","('etgaca', 39184.532961700723)"
2016-01-16,"('muralpainting', 55962.588755623379)","('aldub6thmonthsary', 55674.956041343823)","('just1', 28924.455259796825)","('dubaiartist', 28924.455259796825)","('mural', 12494.050758328291)"
2016-01-17,"('lilidaniel', 10100.25)","('facetimemenash', 4375.7540216490188)","('oggipiùchemai', 2550.25)","('schweiz', 2534.4694888163908)","('bama2016platinumedition_ibtissamtiskat', 2302.6158219787549)"
2016-01-18,"('tsob16', 1194632.5732681458)","('sihh2016', 456059.13626018591)","('cyrilfaiscequilnousplait', 300587.69272258057)","('wef16', 24879.254485489841)","('netflix', 18031.376118618264)"
2016-01-19,"('btsinvietnam', 1197169.7179880438)","('zurichsalon', 338881.69121491833)","('wef16', 238748.0308376828)","('sihh2016', 128013.93463576354)","('davos2016', 99898.012590182465)"
2016-01-20,"('wef16', 1162342.3033090455)","('davos2016', 75382.333066959618)","('wef', 38466.971437782464)","('sihh2016', 26204.958238567815)","('1j1p', 14717.467302814641)"
2016-01-21,"('davoson410', 1017432.7716678376)","('readysetred', 960917.99806732289)","('wef16', 544907.45216114738)","('openforum', 107490.54328468318)","('davos2016', 88402.364718154757)"
2016-01-22,"('psyparakayyna', 672012.1665744643)","('wef16', 89059.858326078407)","('museumtinguely', 83440.555264021124)","('mnbasel', 51870.039466587536)","('hsvfcb', 33351.632677105954)"
2016-01-23,"('bonstetten', 1474200.1605128413)","('schachen', 1474200.1605128413)","('busbildde', 11959.007583357228)","('zuerich', 10758.85936948499)","('wef16', 9158.4991587043842)"
2016-01-24,"('pillowtalk', 2131379.7288390552)","('readysetred', 48054.926466489451)","('growingupwithmyname', 22015.055937548022)","('olom', 8401.2409655971187)","('1j1p', 3934.8568728471432)"
2016-01-25,"('udvie', 241583.17652530689)","('eb138', 105910.56732764814)","('quiz', 555.1544262151524)","('schweiz', 433.0876273275951)","('switzerland', 294.63239306200848)"
2016-01-26,"('1dhistoryvideo', 1137726.780431323)","('psypagluluksa', 148061.37627577304)","('eb138', 12182.054855262988)","('derbestatter', 8158.7419200112972)","('dominion', 1818.3627680747418)"
2016-01-27,"('eb138', 89032.435346187922)","('airpollution', 66642.106187026176)","('giornatadellamemoria', 24877.954454203325)","('juveinter', 4897.268542542427)","('shawnworldtour', 4830.25)"
2016-01-28,"('tpmpvoeux', 228831115.95746812)","('adn40ambelliegoulding', 1365138.3302988883)","('worldwebforum', 729492.28586827661)","('science4sendai', 49713.378569235509)","('eb138', 21112.10274045408)"
2016-01-29,"('psynagbabaga', 507760.38186276559)","('skitrailtt', 270130.07097038632)","('pillowtalk', 58274.390620600876)","('tannheimertal', 22819.178426851806)","('meurers', 18438.443918767221)"
2016-01-30,"('plattform16', 1424856.0980722695)","('familyday2016', 295989.57875350479)","('skitrailtt', 140919.03494304224)","('tannheimertal', 37363.663910085743)","('meurers', 33052.722274283034)"
2016-01-31,"('derbymilano', 95611.609304544487)","('milaninter', 69535.659733818859)","('plattform16', 22283.810396350647)","('derbydellamadonnina', 14381.061578842209)","('skitrailtt', 11309.104872122181)"
2016-02-01,"('hnpw2016', 737975.0209306766)","('happybirthdayharrystyles', 184440.51163597929)","('udvie', 107982.28841200731)","('rn8', 26222.180401827318)","('jeutpmp', 21024.033099079064)"
2016-02-02,"('somdig16', 3596365.2030186248)","('vote1directionuk', 50400.25)","('hnpw2016', 49087.965933492807)","('kca', 29652.897596090694)","('bizheroes', 9971.2076219860319)"
2016-02-03,"('somdig16', 83618.43846370239)","('votekathrynfpp', 3782.25)","('kca', 2033.7665997879251)","('حنان_الخضر_فخر_العرب', 870.25)","('sdfc16', 812.25)"
2016-02-04,"('votekathrynfpp', 265219.59903814027)","('worldcancerday', 82587.597069211421)","('vote1directionuk', 26717.018452391123)","('kca', 12570.583125013185)","('dpda', 10623.274328833484)"
2016-02-05,"('votekathrynfpp', 350005.60814649501)","('vote1directionuk', 57444.676236006198)","('kca', 38134.77740718639)","('gefragtgejagt', 5557.966258821707)","('srfarena', 2648.8368548946423)"
2016-02-06,"('votekathrynfpp', 433970.52361528802)","('istandwithtajinderbagga', 255720.32729968638)","('kca', 40199.27476285617)","('2nddateinitalyshawn', 33113.57546317271)","('tannheimertal', 6701.5257670217197)"
2016-02-07,"('sb50', 476122.71940295881)","('votekathrynfpp', 63401.846920283824)","('ompsg', 22300.365694615361)","('votedirectionersuk', 19572.66596328294)","('kca', 14510.627623591197)"
2016-02-08,"('sb50', 183497.28425680561)","('ransb50', 81260.819890892948)","('votekathrynfpp', 10498.179058595852)","('finalmentescanu', 8930.25)","('superbowl', 7664.1371796815347)"
2016-02-09,"('sanremo2016', 4743696.007450588)","('askcaspar', 164975.82379343087)","('finalmentepiove', 42879.321437959341)","('finalmentescanu', 28111.058221944066)","('votemainefpp', 27696.035270562479)"
2016-02-10,"('lift16', 409452.32293952227)","('votekathrynfpp', 361758.02702500392)","('sanremo2016', 265540.56589280482)","('abscbnsucks', 178813.23987606383)","('noisiamoinfinito', 151575.3313178987)"
2016-02-11,"('amanoamano', 587332.64332290494)","('lift16', 511891.4687773413)","('votekathrynfpp', 336196.45310501714)","('tedxnations', 215452.69142183571)","('kca', 100388.26410868691)"
2016-02-12,"('sma16', 356216.78842152591)","('votekathrynfpp', 116611.30420088074)","('lift16', 104877.79352618275)","('sanremo2016', 61864.235916978039)","('kca', 49925.768301662923)"
2016-02-13,"('altsvm', 100555.74962644199)","('sanremo2016', 63232.775077986291)","('juvenapoli', 49808.74205306088)","('votekathrynfpp', 8237.2010975704543)","('eurosongch', 7397.1342099736285)"
2016-02-14,"('nbaallstarto', 1493558.1687496968)","('statefarmsaturday', 335096.01687446464)","('votekathrynfpp', 107028.1832669537)","('happyvalentinesday', 50589.987728946042)","('kca', 48752.339661774116)"
2016-02-15,"('russellwestbrook', 244708.49975189817)","('nbaallstarto', 44599.791092890307)","('fasnachtbs', 35603.407459044276)","('votekathrynfpp', 18251.644268306547)","('baslerfasnacht', 6770.6962458849885)"
2016-02-16,"('gardeavous', 2649543.3666311586)","('tidetuesday', 1170990.7461571095)","('visiteguidée', 309778.09119055857)","('psgche', 50630.944405520291)","('basler', 17375.54428304658)"
2016-02-17,"('votekathrynfpp', 101009.79588046283)","('kca', 48544.96869311676)","('unionicivili', 41897.23084910871)","('abst16', 6373.9545177267792)","('proudoffenji', 5112.25)"
2016-02-18,"('abscbnguilty', 481225.38704009494)","('boutiqueplatinium', 6420.3073438857655)","('syria', 984.40021098571845)","('votekathrynfpp', 629.22305576589758)","('kca', 368.76828832691785)"
2016-02-20,"('twitterstarliont', 13691401.849511886)","('votekathrynfpp', 575524.70829368336)","('kca', 296566.47332683322)","('twitterstarbibi', 22131.230876559181)","('cepostaperte', 21665.652901813024)"
2016-02-21,"('twitterstarliont', 308076.22052109288)","('votekathrynfpp', 250908.15757728621)","('kca', 162731.45409751474)","('twitterstarbibi', 63405.523376072553)","('twitterstar', 60679.278418149937)"
2016-02-22,"('f1day', 876782.33475012158)","('votekathrynfpp', 295804.43232701463)","('kca', 182576.22549899644)","('lesanges8', 37717.687564104621)","('abscbnadsnomore', 21434.342034511112)"
2016-02-23,"('gs16', 456005.66073393973)","('votekathrynfpp', 333240.79594031029)","('arsfcb', 251252.33279240676)","('kca', 219073.44630736663)","('juvebayern', 33068.09148524663)"
2016-02-24,"('danandphilbrits', 6930562.8671317836)","('brits2016', 3066683.0394043857)","('britvidonedirection', 48180.25)","('brits', 32094.340765635607)","('votekathrynfpp', 28604.43763191062)"
2016-02-25,"('abscbnfalldown', 732537.97945707524)","('kca', 12714.34244719052)","('bourdindirect', 11943.404090921307)","('votekathrynfpp', 11826.922976293998)","('vote1directionuk', 10969.934087070378)"
2016-02-26,"('fifaelections', 905901.75258009473)","('fifaelection', 641716.26056996395)","('fifavalg', 627045.06831240584)","('abscbntwistandlie', 585204.89887734689)","('tanzania', 338363.41075544013)"
2016-02-27,"('altadm', 307472.80635412049)","('socialmediapeoplethesedays', 6006.25)","('cepostaperte', 5371.8891182564093)","('ballandoconlestelle', 5181.4064755624076)","('entrepreneur', 2491.6031340797067)"
2016-02-28,"('abst16', 336701.02521411079)","('dsi', 55882.353095786275)","('dsinein', 38429.580723675062)","('abscbnhopeless', 38308.94542574451)","('oscars', 19428.19206557512)"
2016-02-29,"('hrc31', 431910.44775258517)","('oscars', 115478.04048429319)","('oscars2016', 106157.62862571861)","('skycinemaoscar', 27286.832936578521)","('leonardodicaprio', 26001.124868619339)"
2016-03-01,"('voteshawnmendes', 1180952.0918883868)","('losinger', 982983.08302923082)","('ginevra2016', 448089.7910319636)","('gims2016', 253908.82243681734)","('geneva2016', 181440.03304707698)"
2016-03-02,"('abscbnzerovalue', 571378.60573614074)","('losingermarazzi', 472719.92455437529)","('sswalgiers', 334877.74558400689)","('seedstarssummit', 131223.75732514213)","('bouygues', 63551.468438763171)"
2016-03-03,"('abscbnfake', 958106.35785627062)","('votekathrynfpp', 207199.45901911889)","('kca', 148038.91676701774)","('seedstarssummit', 50987.173777623575)","('hrc31', 13307.752345727473)"
2016-03-04,"('abscbnnooriginality', 459901.87186833483)","('votekathrynfpp', 274960.47861648077)","('kca', 203646.47733485574)","('pns2016', 61612.296419410486)","('the100', 16700.808568925262)"
2016-03-05,"('wtsabudhabi', 1846623.011258852)","('abscbncrisis', 242501.70708512305)","('votekathrynfpp', 242207.47546811818)","('kca', 189914.65938213503)","('dadadata', 121944.93304127968)"
2016-03-06,"('votekathrynfpp', 193331.83182080038)","('kca', 154555.93534643162)","('gims16', 28085.805440553297)","('gims2016', 7601.0977926183186)","('gims', 1028.8269380783997)"
2016-03-07,"('iwd2016', 376188.39702103607)","('felixmanalomovieoftheyear', 301388.18648142775)","('ilcommissariomontalbano', 95730.831232727156)","('votedirectionersuk', 73289.715515703458)","('kca', 57953.336484140244)"
2016-03-08,"('privè', 1038559.4097825858)","('abscbnmarkado', 612691.5004125312)","('gvawomen4envt', 405689.50554471603)","('iwd2016', 299874.34057591314)","('planet5050', 125542.64885695501)"
2016-03-09,"('abscbnexaggerated', 51700.978398088468)","('finance20', 34635.154022065602)","('chepsg', 28506.767658242545)","('wcfdavos', 17535.467949380411)","('dolantwinsnewvideo', 14618.189721966393)"
2016-03-10,"('diakonia2016', 1116312.6957772395)","('abscbnlyingoutloud', 174254.11796656728)","('güneşinkızlarıdireniyor', 25289.416646147238)","('gcvs', 18851.875246981064)","('hrc31', 8516.9122429505678)"
2016-03-11,"('enfoires2016', 1718473.5205443623)","('csch16', 176897.79289989537)","('geneva2016', 40650.583162239491)","('genevamotorshow', 2852.9812368393114)","('boutiqueplatinium', 2549.1952037475667)"
2016-03-12,"('worldcuplenzerheide', 1504177.2289906777)","('sonnehochzwei', 12069.18772057495)","('switzerland', 172.8376299814675)","('ski', 169.25635859985405)","('basel', 160.34397142680115)"
2016-03-13,"('followmegrayson', 49353010.919604808)","('refugeesgr', 296587.82353754103)","('ecofra', 121722.8345059679)","('worldcuplenzerheide', 51566.638628011897)","('ankara', 23968.015278511062)"
2016-03-14,"('abscbndecline', 531948.41939402651)","('idcues16', 349020.21975439723)","('isola', 9313.6018615954908)","('abscbnlowgrade', 930.25)","('careerarc', 114.50131786038889)"
2016-03-15,"('csw60', 77392.100504319314)","('privè', 29185.141332905518)","('dolantwinsnewvideo', 24089.011322524369)","('sdgs', 3205.9983042373801)","('jeutpmp', 1534.2686626996829)"
2016-03-16,"('abscbnbyebye', 4971240.4639254073)","('fcbjuve', 823091.21602199262)","('baselworld2016', 461452.25309308199)","('bayjuv', 436918.38005539071)","('bayernjuve', 225281.12063608601)"
2016-03-17,"('baselworld2016', 152610.50873306819)","('stpatricksday', 126416.13326984931)","('conferences', 81690.338378874076)","('hrc31', 26980.872831886612)","('stmoritzfinals', 22486.901279073161)"
2016-03-18,"('smm16', 2159692.2324447492)","('abscbncheater', 2067056.5476660877)","('sbbbmk', 749329.47456126416)","('tsoupagsosolo', 410306.34242824733)","('startsummit', 347624.04276857642)"
2016-03-19,"('quer16', 1576339.3001434323)","('abscbnthumbsdown', 593071.01741146122)","('scbhcd', 356036.5211411363)","('forumconfcommercio', 57566.66243501188)","('baselworld2016', 55546.615004665284)"
2016-03-20,"('abscbnboo', 300529.50169256917)","('baselworld2016', 31441.042005472904)","('milanlazio', 27306.124628598591)","('stmoritzfinals', 14951.648752495214)","('baselworld', 3822.6935933024542)"
2016-03-21,"('lovetwitter', 4265464.6200180613)","('abscbnboohoo', 1508573.2977625444)","('baselworld2016', 7365.4620940785844)","('clem', 6131.00179063421)","('isola', 5790.2517765112043)"
2016-03-22,"('prayforbrussels', 1275482.6287354294)","('bruxelles', 521713.67209198402)","('brussels', 236726.60884114739)","('netflixgate', 235605.86920342341)","('brüssel', 68871.887368705138)"
2016-03-23,"('abscbnprejudiced', 438575.02159400814)","('brusselsattacks', 71395.529354479688)","('hrc31', 5976.9474665272446)","('tibet', 4342.0643803032535)","('baselworld2016', 3914.6957420192325)"
2016-03-24,"('abscbncorrupt', 14422301.753893118)","('clauded', 26866.376452518012)","('hrc31', 12712.405428839709)","('dpda', 2628.4869716132807)","('baselworld2016', 1453.1260861935839)"
2016-03-25,"('pbsfra', 889268.05198684731)","('abscbnpoortaste', 502305.26451839117)","('odproroga2018', 493987.80918940244)","('mindofmine', 122920.15132201066)","('bisousduvendredi', 8979.4920129045677)"
2016-03-26,"('happyxiuminday', 3525547.8350457139)","('gereng', 429243.29400637321)","('abscbnsoreloser', 316782.43013126234)","('tibet', 8863.9360438371514)","('easter', 6974.2547936140754)"
2016-03-27,"('abscbnloanpamore', 5085274.9210595218)","('happyeaster', 79504.658745194247)","('easter', 23330.572391977064)","('buonapasqua', 20260.315900356542)","('pasqua', 16397.255477881732)"
2016-03-28,"('pasquetta', 63356.253511867297)","('abscbnthickskinned', 52537.634880021666)","('isola', 4484.3381575859758)","('tinistassiempreapoyandotetini', 1806.25)","('tatort', 1604.3110663626583)"
2016-03-29,"('frarus', 1063070.8340824863)","('germaniaitalia', 18116.064223609352)","('بحنان_الخضر_نكتفي', 2352.25)","('suibih', 1332.25)","('quiz', 133.94836027957359)"
2016-03-30,"('followmeaaron', 2105147.9690814065)","('dolantwinsnewvideo', 69057.591031633667)","('syrianrefugees', 25803.182878004514)","('mhchat', 5424.6342238657689)","('quiz', 245.78443304832726)"
2016-03-31,"('fuwfintech', 9149156.5984141603)","('zahahadid', 40062.047217468084)","('tibet', 2987.7023660145342)","('fintech', 2147.8871082580199)","('abscbnfakenews', 1560.25)"
2016-04-01,"('gentedezona', 2669210.8109203395)","('tffsummit2016', 1539607.3856372223)","('theshowfestival', 667241.95503441803)","('donomar', 533777.36513361428)","('princeroyce', 222359.99156602018)"
2016-04-02,"('worlds2016', 162701.29687099802)","('tffsummit2016', 93436.598587427055)","('kathrynbernardo', 38635.713784132815)","('tbworld2016', 15825.068031917341)","('fcbrma', 12787.909782469045)"
2016-04-03,"('bfmpolitique', 208958.67500733442)","('iheartawards', 43421.494265215289)","('bestfanarmy', 42420.588897709138)","('kathrynbernardo', 18039.420551991458)","('tbworld2016', 9996.6228298171227)"
2016-04-04,"('panamapapers', 260614.77969596453)","('wrestlemania', 15177.219547950648)","('isola', 9697.668726588674)","('tibet', 1910.265644627545)","('hiring', 87.416998528433083)"
2016-04-05,"('stageclub', 112845.17874613142)","('panamapapers', 66864.457025419833)","('lovewhatyouhave', 49624.240150054466)","('cashinvestigation', 14608.966764779561)","('privè', 6231.4135505331069)"
2016-04-06,"('hlm2016aids', 3829665.1075967695)","('abscbntrash', 2961535.4278607485)","('psgmci', 1771918.9821973832)","('crpd15', 1425471.1988743446)","('hivaids', 679757.24685247184)"
2016-04-07,"('abscbnyellowpuppet', 4107928.2733952613)","('crpd15', 245460.65610802086)","('worldhealthday', 142452.65421721814)","('lithuanian', 109767.19536661313)","('uganda', 44990.255299131473)"
2016-04-08,"('abscbngarbagenews', 1108488.518763405)","('gfhc16', 1080166.9404109365)","('preventve', 104695.40414643915)","('ciaodarwin', 51378.756938662962)","('bisousduvendredi', 21152.761945946462)"
2016-04-09,"('amici15', 56144.022807954891)","('happybirthdayalia', 48101.760130935305)","('hananeelkhader', 19318.419778216121)","('milanjuve', 6965.2408325771994)","('hananeelkhader_sultana_qulubna', 5852.25)"
2016-04-10,"('xoxoclub', 119374.64760477244)","('parisroubaix', 30269.468829583733)","('tatort', 1092.5801269006176)","('sunday', 665.67772827076772)","('rotblaulive', 526.11221298529586)"
2016-04-11,"('abscbnperjurer', 17172386.625121765)","('isb2016', 1150864.7677187941)","('lnews', 42226.816476178697)","('rn8', 8316.5664202915104)","('abscbndeceitful', 3660.25)"
2016-04-12,"('octave2016', 2277327.3426558641)","('mcipsg', 1263322.6027159865)","('abscbndeceitful', 274226.10186557879)","('isb2016', 38951.640485234871)","('callmebibi', 5540.7093322753853)"
2016-04-13,"('abscbnpretensenews', 775708.22114516154)","('som16', 477345.55554764619)","('क', 177490.84740607324)","('eikenott', 9918.4445194836571)","('министерствосчастья', 600.25)"
2016-04-14,"('lfcbvb', 334542.04145021964)","('abscbntrickery', 318451.62638981867)","('som16', 65460.337680069111)","('mambaday', 47763.379145424893)","('isb2016', 19494.25310556094)"
2016-04-15,"('canyoumakeit16', 985902.491265313)","('abscbnmendacity', 619640.19282614556)","('trivelle', 315321.93404434522)","('boehmermann', 47193.224230566244)","('referendum', 9848.1213585096139)"
2016-04-16,"('canyoumakeit16', 408900.97176128451)","('abscbnfulloflies', 337079.24028588744)","('bcbs16', 35865.30719720856)","('amici15', 13805.48833227801)","('svmalt', 650.25)"
2016-04-17,"('abscbntwoface', 43699198.958165966)","('battiquorum', 755602.55509664654)","('noinonmolliamo', 637402.81455067394)","('odproroga2018', 224812.40093576847)","('canyoumakeit16', 80523.125937522433)"
2016-04-18,"('ncfashion', 3214269.7061189213)","('abscbnfishstory', 363534.08077789424)","('sechselaeuten', 255947.65756241939)","('diebachelorette', 141142.07716675629)","('uyl', 59680.985478157563)"
2016-04-19,"('abscbnmarred', 329091.77725350583)","('sac2016', 126043.78561736313)","('lnews', 17879.665283138736)","('abscbnrotten', 9120.25)","('nouvellestar', 4180.0463050680701)"
2016-04-20,"('sac2016', 69934.915099125734)","('abscbnrotten', 41056.63548966089)","('ghf16', 30222.881651689891)","('fcsmom', 21664.746317471607)","('lnews', 12561.381883972363)"
2016-04-21,"('digicontent2016', 1599844.7318580563)","('respectihl', 722732.86090823193)","('prince', 246914.34949752336)","('eif', 39656.777224363592)","('ghf16', 16081.503068124817)"
2016-04-22,"('earthday', 170095.80072523016)","('bisousduvendredi', 13125.505927246066)","('prince', 11506.796575172855)","('ciaodarwin', 4323.5147183132322)","('srfarena', 3416.9230113794615)"
2016-04-23,"('abscbnmalicious', 86767.097504926787)","('askbelieber', 71200.903107607664)","('psglosc', 18988.602893100928)","('thevoice', 4387.058731161952)","('quiz', 79.016181317253114)"
2016-04-24,"('noinonmolliamo', 47479.699378415433)","('odproroga2018', 34764.540469702792)","('fiorentinajuve', 26263.658319358034)","('insel', 22410.742647170278)","('badenwürttemberg', 21849.250434404206)"
2016-04-25,"('abscbnsenselessnews', 3048728.1361856633)","('noinonmolliamo', 226117.85032195557)","('odproroga2018', 179993.23782171364)","('appbuilders16', 168813.7564626048)","('diebachelorette', 67114.119042842445)"
2016-04-26,"('axschat', 1519896.3943855399)","('essp16', 963614.81670601852)","('abscbnpackoflies', 506487.0485181355)","('tdr2016', 69745.634461802343)","('cycledesreligions', 34473.225523092973)"
2016-04-27,"('2thecrazy1', 2004258.5726449597)","('def16', 342870.76129843818)","('abscbntruthbender', 267416.15265440819)","('yenilmezarmada', 10846.456073689422)","('projecthomelouisday', 380.25)"
2016-04-28,"('abscbnincahoots', 5998634.622365823)","('طل_رافي_الغالي', 996341.68655116565)","('2thecrazy1', 160961.05702588614)","('todossomosecuador', 91475.215500849023)","('inclingapsatondo2016', 62250.25)"
2016-04-29,"('cuttingedge', 127489.16812764137)","('إيطاليا', 125034.55855684422)","('مسافر', 95365.899815525219)","('fondationpa', 91048.552438159168)","('inclingapsatondo2016', 88130.421776046511)"
2016-04-30,"('vdt16', 3054099.9116681525)","('tdr2016', 116256.80407271329)","('إيطاليا_٢٠١٦', 104678.38730946519)","('مسافر', 72715.539604861944)","('غالب_الحبسي', 50187.004024275346)"
2016-05-01,"('cpolitique', 325506.87292698765)","('wahllu16', 183165.14248311616)","('tdr2016', 50972.537133780002)","('avecblm', 19105.568156751189)","('askbelieber', 2049.443878247077)"
2016-05-02,"('t4d2016', 951292.17381863669)","('oewg', 89056.769015921629)","('مسافر', 83424.169386153633)","('غالب_الحبسي', 70795.564710203733)","('bayankowith25', 41028.88884663253)"
2016-05-03,"('idecidewith25', 653855.63000682637)","('christianisme', 390221.92758319108)","('عاشق_السمراء', 202280.23627956363)","('nsvote', 125226.1191810319)","('cewg2016', 92854.167926600203)"
2016-05-04,"('onevoicewith25', 5391407.1322739311)","('fow', 973036.86593534809)","('عاشق_السمراء', 93607.545337201605)","('maythe4thbewithyou', 37248.8614113523)","('مسافر', 33918.410856468348)"
2016-05-05,"('youthcup', 3040337.5317114382)","('mydecisionwith25', 186175.53578512595)","('fantasybasel', 31401.880225749806)","('lnews', 2909.2575786808561)","('askbelieber', 2451.2465999404635)"
2016-05-06,"('ciaodarwin7', 1236370.8083333396)","('ripharryshair', 878905.06766775518)","('wvrf16', 133476.75759019493)","('عاشق_السمراء', 26427.6829712289)","('غالب_الحبسي', 13908.756256440915)"
2016-05-07,"('불타오르네', 2171990.3661684198)","('방탄소년단사랑해', 310225.19892450975)","('efn16', 131932.68605693945)","('wvrf16', 32019.993384438123)","('عاشق_السمراء', 25779.610203012973)"
2016-05-08,"('whosyourlocal', 669119.95714181964)","('화양연화onstageepilogue', 490244.20201671025)","('siroop', 255428.2440442924)","('worldrun', 44164.624195514974)","('young_forever', 22819.899444459683)"
2016-05-09,"('mtvmiaw', 45776009.024653994)","('mtvsnapglohoran', 25122.25)","('decidewith25', 23426.300083529317)","('diebachelorette', 16829.061126718923)","('tanzania', 5558.356133569504)"
2016-05-10,"('dolantwinsnewvideo', 523630.22406965005)","('esc2016', 313469.40370155295)","('dafbama2016_ibtissamtiskat', 27661.49958745742)","('dafbama2016', 22958.818317061148)","('eurovision', 15145.148102379006)"
2016-05-11,"('wefafrica2016', 2175134.6645426247)","('ferientag16', 2057579.9358483322)","('ecomzh', 302139.41473851801)","('af16', 265180.37217884854)","('saynotoabscbn', 10049.5676352685)"
2016-05-12,"('asksam', 276705.19313911267)","('46sgs', 180705.14023299108)","('wjwn', 50496.377416152885)","('esc2016', 41276.329864679559)","('debategrowth', 38079.300755557997)"
2016-05-13,"('endqueerbaiting', 921547.10483325587)","('bts', 60853.243088897681)","('osn16', 53093.64921713795)","('teambiebrs', 45449.827509096584)","('46sgs', 31786.966605907812)"
2016-05-14,"('eurovision', 805490.73941575829)","('esc2016', 393668.32205253071)","('eurovisionsongcontest', 91618.876825098865)","('escita', 29290.9294126481)","('srfesc', 13051.120458498044)"
2016-05-15,"('noinonmolliamo', 205862.62752616502)","('odproroga2018', 177175.20581440834)","('mtvsnapglohoran', 144945.93449420689)","('mtvmiaw', 143153.62894400596)","('spanishgp', 35180.459757460623)"
2016-05-16,"('mtvsnapglohoran', 65885.629034594589)","('mtvmiaw', 65410.173522842604)","('dmmejan', 57513.291853971154)","('noncadiamomaionspotify', 30862.934588409753)","('lnews', 2703.5656637812212)"
2016-05-17,"('uelfinal', 88182.151521691456)","('dolantwinsnewvideo', 68177.764847530794)","('lfc', 8448.2895595103528)","('adele', 7100.3740155944124)","('privè', 5433.9521003566642)"
2016-05-18,"('livsev', 3924377.2531190054)","('europaleaguefinal', 1663241.8754100674)","('uelfinal', 594681.48643984215)","('aporlaquinta', 328824.23733580043)","('io16', 326809.35218232503)"
2016-05-19,"('transformamus', 984754.02330519515)","('lodoblueroom', 849050.38425218523)","('egyptair', 288321.3502875563)","('forum100', 77989.956733538755)","('bts', 14466.294241590906)"
