date,place_value,placeLatitude,placeLongitude,topic,chi_squared
2016-03-26,13.0,45.8002,9.08382,happyxiuminday,3525547.835045714
2016-03-27,7.0,45.8726,7.82786,abscbnloanpamore,5085274.921059522
2016-03-28,38.0,45.8002,9.08382,pasquetta,63356.2535118673
2016-03-29,11.0,45.8584,9.07347,frarus,1063070.8340824863
2016-03-30,85.0,47.3774,8.536760000000001,followmeaaron,2105147.9690814065
2016-03-31,6.0,46.5287,6.652080000000001,fuwfintech,9149156.59841416
2016-04-01,32.0,47.3664,8.46136,gentedezona,2669210.8109203395
2016-04-02,41.0,47.3664,8.46136,worlds2016,162701.29687099802
2016-04-03,48.0,46.9864,10.2649,bfmpolitique,208958.67500733442
2016-04-04,10.0,47.4206,7.06548,panamapapers,260614.77969596453
2016-04-05,9.0,47.3774,8.536760000000001,stageclub,112845.17874613142
2016-04-06,123.0,45.8002,9.08382,hlm2016aids,3829665.1075967695
2016-04-07,111.0,46.2048,6.14319,abscbnyellowpuppet,4107928.2733952613
2016-04-08,12.0,46.2322,6.079,abscbngarbagenews,1108488.518763405
2016-04-09,26.0,46.6508,6.88868,amici15,56144.02280795489
2016-04-10,4.0,47.2389,8.74081,xoxoclub,119374.64760477244
2016-04-11,15.0,47.3774,8.536760000000001,abscbnperjurer,17172386.625121765
2016-04-12,10.0,47.1822,6.18693,octave2016,2277327.342655864
2016-04-13,36.0,47.3774,8.536760000000001,abscbnpretensenews,775708.2211451615
2016-04-14,56.0,45.8002,9.08382,lfcbvb,334542.04145021964
2016-04-15,69.0,45.8002,9.08382,canyoumakeit16,985902.491265313
2016-04-16,58.0,45.8002,9.08382,canyoumakeit16,408900.9717612845
2016-04-17,12.0,45.8272,8.8915,abscbntwoface,43699198.958165966
2016-04-18,108.0,45.8002,9.08382,ncfashion,3214269.7061189213
2016-04-19,25.0,46.5286,6.56354,abscbnmarred,329091.77725350583
2016-04-20,47.0,45.8002,9.08382,sac2016,69934.91509912573
2016-04-21,21.0,46.2048,6.14319,digicontent2016,1599844.7318580563
2016-04-22,40.0,46.1763,6.21703,earthday,170095.80072523016
2016-04-23,85.0,47.0408,8.317210000000001,abscbnmalicious,86767.09750492679
2016-04-24,77.0,45.9286,8.522780000000001,noinonmolliamo,47479.69937841543
2016-04-25,188.0,45.9286,8.522780000000001,abscbnsenselessnews,3048728.1361856633
2016-04-26,17.0,46.2363,6.1185,axschat,1519896.39438554
2016-04-27,78.0,47.3774,8.536760000000001,2thecrazy1,2004258.5726449597
2016-04-28,38.0,47.3774,8.536760000000001,abscbnincahoots,5998634.622365823
2016-04-29,26.0,46.0404,9.30215,cuttingedge,127489.16812764137
2016-04-30,60.0,46.3015,7.04937,vdt16,3054099.9116681525
2016-05-01,29.0,47.3774,8.536760000000001,cpolitique,325506.87292698765
2016-05-02,68.0,46.2048,6.14319,t4d2016,951292.1738186367
2016-05-03,21.0,46.537,6.76387,idecidewith25,653855.6300068264
2016-05-04,32.0,47.3055,8.55235,onevoicewith25,5391407.132273931
2016-05-05,23.0,45.8002,9.08382,youthcup,3040337.531711438
2016-05-06,9.0,45.8314,8.806510000000001,ciaodarwin7,1236370.8083333396
2016-05-07,35.0,46.2048,6.14319,불타오르네,2171990.36616842
2016-05-08,62.0,46.2048,6.14319,whosyourlocal,669119.9571418196
2016-05-09,149.0,46.3015,7.04937,mtvmiaw,45776009.02465399
2016-05-10,32.0,47.3774,8.536760000000001,dolantwinsnewvideo,523630.22406965005
2016-05-11,34.0,46.0027,8.96044,wefafrica2016,2175134.6645426247
2016-05-12,51.0,47.424,9.36293,asksam,276705.1931391127
2016-05-13,10.0,46.8759,6.31152,endqueerbaiting,921547.1048332559
2016-05-14,28.0,47.4269,8.6711,eurovision,805490.7394157583
2016-05-15,235.0,45.9286,8.522780000000001,noinonmolliamo,205862.62752616502
2016-05-16,102.0,46.3015,7.04937,mtvsnapglohoran,65885.62903459459
2016-05-17,150.0,46.5287,6.652080000000001,uelfinal,88182.15152169146
2016-05-18,95.0,47.5596,7.583139999999999,livsev,3924377.2531190054
2016-05-19,42.0,45.8002,9.08382,transformamus,984754.0233051952
2016-05-20,47.0,46.2048,6.14319,iflc2016,2430477.8296657177
2016-05-21,27.0,47.3774,8.536760000000001,berlineprix,1096703.4610710705
2016-05-22,127.0,46.8131,8.22414,livetv,13087826.077595335
2016-05-23,52.0,46.9681,6.873469999999999,wha69,2322777.8364069425
2016-05-24,235.0,46.2048,6.14319,slflzurich,386487.17365032615
2016-05-25,28.0,46.2048,6.14319,aldubsoclose,345585.33783281536
2016-05-26,177.0,46.2048,6.14319,brainforum16,455179.54135207256
2016-05-27,238.0,46.2048,6.14319,stopyulin2016,168334.08411147367
2016-05-28,24.0,47.5067,9.73668,lovebts,1848261.7398737737
2016-05-29,22.0,47.5067,9.73668,hypomeeting,56098.96361360299
2016-05-30,31.0,46.2048,6.14319,teacherbookclub,57667.948809685404
2016-05-31,22.0,46.8031,7.159619999999999,privé,84982.50387918163
2016-06-01,67.0,47.3774,8.536760000000001,gottardo2016,499539.7130234154
2016-06-02,69.0,45.8584,9.07347,heal2016,4393582.309835638
2016-06-03,20.0,47.4269,8.6711,heal2016,134935.7360935904
2016-06-04,9.0,47.7218,7.2827399999999995,mohammedali,852209.8694913374
2016-06-05,21.0,46.2048,6.14319,wed2016,109874.415569878
2016-06-06,43.0,46.3771,9.27568,lovebts,49061.245601531446
2016-06-07,148.0,46.3234,9.939789999999999,mtvawardsstar,168134.40248212722
2016-06-08,28.0,46.6721,7.8700399999999995,thegetawaytour,810438.9484889484
2016-06-09,19.0,46.6844,7.85768,followmetaylor,7110319.356581924
2016-06-10,28.0,47.3774,8.536760000000001,frarou,9919564.999878118
2016-06-11,8.0,46.2048,6.14319,albsui,3792746.206191432
2016-06-12,61.0,46.3234,9.939789999999999,turcro,5703522.619732487
2016-06-13,51.0,47.1907,5.97854,belita,3853832.2711994955
2016-06-14,8.0,47.5596,7.583139999999999,porisl,8451495.12188943
2016-06-15,18.0,47.7218,7.2827399999999995,fraalb,3388219.9022559766
2016-06-16,27.0,46.2048,6.14319,engwal,6430983.043252901
2016-06-17,7.0,47.4199,8.596119999999999,cro,5901028.471858322
2016-06-18,3.0,46.2048,6.14319,poraut,11996114.629261406
2016-06-19,23.0,47.4666,6.98301,suifra,648547.9518496738
2016-06-20,17.0,46.2048,6.14319,withrefugees,51285.75375009572
2016-06-21,43.0,47.5596,7.583139999999999,croesp,4044497.498085565
2016-06-22,22.0,45.9538,9.30524,somostodosbolsonaro,113887.62792998961
2016-06-23,20.0,46.2689,6.31679,brexitornot,1531032.8132567368
2016-06-24,22.0,46.5287,6.652080000000001,brexit,1408022.625149071
2016-06-25,8.0,47.4199,8.596119999999999,suipol,17186193.565336697
2016-06-26,51.0,47.5667,9.68852,frairl,2331480.131898921
2016-06-27,10.0,46.1496,6.1195699999999995,engisl,7983139.580323767
2016-06-28,5.0,46.4174,8.86397,ohbm2016,66986.66968619842
2016-06-29,40.0,46.2363,6.1185,mdr2016,637279.6150644078
2016-06-30,42.0,46.2048,6.14319,sogiexperteahora,329743.50173640664
2016-07-01,30.0,46.4536,6.935,walbel,3191792.4213678786
2016-07-02,24.0,46.8131,8.22414,allita,3555438.585725602
2016-07-03,37.0,46.3234,9.939789999999999,fraisl,5449824.622334274
2016-07-04,92.0,46.4374,6.34836,fanarmyfaceoff,115790.60844785905
2016-07-05,104.0,46.4374,6.34836,fanarmyfaceoff,81544.00142644784
2016-07-06,23.0,46.2048,6.14319,porwal,9520989.622005377
2016-07-07,36.0,47.7218,7.2827399999999995,gerfra,435976.7359607555
2016-07-08,21.0,47.5303,8.54523,socialmediaking,197945.81949275857
2016-07-09,39.0,46.5,7.28948,fullgasmtb,239564.0579761634
2016-07-10,22.0,46.2048,6.14319,frapor,9760927.918471951
2016-07-11,52.0,47.0408,8.317210000000001,pokemongo,11166.062690821973
2016-07-12,15.0,47.3774,8.536760000000001,choicemalewebstar,152057.05265664964
2016-07-13,21.0,45.923,8.432210000000001,outdoorfn,867118.1708749795
2016-07-14,4.0,46.2363,6.1185,nice06,280142.59250574646
2016-07-15,6.0,46.4103,6.34246,niceattack,2443277.871219985
2016-07-16,4.0,45.8002,9.08382,pokemongo,28974.740062499266
2016-07-17,55.0,47.7218,7.2827399999999995,pokemongo,9106.908694142418
2016-07-18,55.0,46.9543,7.39491,tdfbern,146347.40240083248
2016-07-19,16.0,46.1594,6.85018,kpmadlove,4053644.3056308343
2016-07-20,43.0,46.043,6.87414,treannidigiannimanonmorandi,324130.10346576886
2016-07-21,59.0,45.8,6.56618,frconventionsxthefosters,78878.3307479903
2016-07-22,67.0,47.7218,7.2827399999999995,tdf2016,40355.497197484154
2016-07-23,214.0,47.7218,7.2827399999999995,xamsfc,1819223.554517998
2016-07-24,29.0,45.9627,9.24589,paleo2016,7164.145228295472
2016-07-25,55.0,47.556999999999995,8.891580000000001,ruggeropasquarelli,267562.6441745818
2016-07-26,9.0,45.8002,9.08382,coyc16,255196.95456961903
2016-07-27,37.0,47.0408,8.317210000000001,savemarinajoyce,1012033.8781475875
2016-07-28,26.0,47.4356,10.4641,hongkong,5124.542349349094
2016-07-29,23.0,47.3774,8.536760000000001,aldubsafezone,1161458.5733781129
2016-07-30,20.0,45.8705,9.99702,bernasconistas,2069388.077628602
2016-07-31,50.0,47.556999999999995,8.891580000000001,welcometomylife,213365.6714234841
2016-08-01,96.0,47.5366,6.39468,swissnationalday,184122.10401832737
2016-08-02,21.0,47.6055,7.6082600000000005,vitramuseum,28572.656133867382
2016-08-03,119.0,47.3774,8.536760000000001,domicim,22160458.362273492
2016-08-04,27.0,45.9904,7.7418,summer2016,115624.47213200906
2016-08-05,8.0,46.1417,9.71968,letmeloveyou,94741.2490798967
2016-08-06,33.0,47.3397,7.9021300000000005,rioolympics2016,605078.4411713802
2016-08-07,31.0,45.8893,6.0807,wewantdolantwinsinitaly,1051266.952940516
2016-08-08,110.0,47.556999999999995,8.891580000000001,aldubsaafrica,238526.8200313518
2016-08-09,92.0,46.2219,6.18194,agustinbernasconitrendy,346054.59500910656
2016-08-10,14.0,46.2048,6.14319,aldubangpahintulot,104262.23959056627
2016-08-11,20.0,45.858000000000004,9.1708,sfcfcs,547581.0695156965
2016-08-12,23.0,46.2527,9.87205,aldub1ticket,271581.13370556955
2016-08-13,74.0,47.556999999999995,8.891580000000001,streetparade2016,644578.5356392611
2016-08-14,21.0,47.3774,8.536760000000001,agustinbernasconitrendy,25487.108956814893
2016-08-15,4.0,45.8002,9.08382,buonferragosto,58709.10531259021
2016-08-16,21.0,45.9885,8.72756,bscybbmg,4371554.148995114
2016-09-06,17.0,45.8095,9.52713,suipor,24202433.130350348
2016-09-07,24.0,46.2048,6.14319,appleevent,167683.70655832038
2016-09-08,25.0,45.7903,8.41568,cantongirl,1024320.2158962623
2016-09-09,7.0,47.7218,7.2827399999999995,scbscl,1437612.062127309
2016-09-10,14.0,46.8079,6.767060000000001,zucchero,224900.22349758566
2016-09-11,51.0,46.172,8.999830000000001,soyluna,995093.0482719074
2016-09-12,30.0,47.1136,6.82645,autavia,439084.7447006191
2016-09-13,91.0,45.8314,8.806510000000001,hrc33,783069.8868371681
2016-09-14,62.0,46.2048,6.14319,bfybangonsam,571726.1000136983
2016-09-15,74.0,45.8314,8.806510000000001,xf10,1071850.0602331895
2016-09-16,21.0,45.8865,9.64878,bfyconcertfinale,1984120.8726314523
